Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
Order_No_27140,User_Id_2752,Bike,2,Personal,22,3,4:09:18 PM,22,3,4:12:28 PM,22,3,4:28:05 PM,22,3,4:33:34 PM,22,3,4:58:39 PM,9,23.0,,-1.2876324,36.8186574,-1.2323371,36.864816999999995,Rider_Id_148,1505
Order_No_23255,User_Id_3331,Bike,3,Business,14,3,9:22:56 AM,14,3,9:30:50 AM,14,3,9:43:35 AM,14,3,9:44:47 AM,14,3,10:07:03 AM,5,18.3,,-1.2551895,36.7822034,-1.2711982,36.824019899999996,Rider_Id_228,1336
Order_No_16184,User_Id_868,Bike,3,Business,18,4,3:22:27 PM,18,4,3:40:11 PM,18,4,3:53:00 PM,18,4,4:02:35 PM,18,4,4:34:10 PM,9,,,-1.331619,36.847976,-1.265715,36.823815,Rider_Id_523,1895
Order_No_21727,User_Id_3523,Bike,3,Personal,2,2,7:12:10 AM,2,2,7:12:29 AM,2,2,7:35:24 AM,2,2,7:38:46 AM,2,2,8:28:32 AM,18,15.2,,-1.2903149999999999,36.75737720000001,-1.2235201,36.80206079999999,Rider_Id_432,2986
Order_No_18874,User_Id_3479,Bike,1,Personal,11,5,12:02:31 PM,11,5,12:07:29 PM,11,5,12:22:44 PM,11,5,12:28:11 PM,11,5,1:02:23 PM,9,20.7,,-1.2962603000000001,36.7766164,-1.2696011999999999,36.820865600000005,Rider_Id_101,2052
Order_No_6241,User_Id_3557,Bike,3,Business,5,2,9:40:08 AM,5,2,9:56:54 AM,5,2,10:07:01 AM,5,2,10:09:01 AM,5,2,10:26:08 AM,6,18.1,,-1.2546732,36.808679600000005,-1.288167,36.8181484,Rider_Id_276,1027
Order_No_12452,User_Id_3560,Bike,3,Business,3,1,3:28:50 PM,3,1,4:38:21 PM,3,1,4:39:26 PM,3,1,4:52:43 PM,3,1,5:20:52 PM,11,17.5,,-1.2283403,36.8822756,-1.279395,36.825364,Rider_Id_812,1689
Order_No_7872,User_Id_3686,Bike,3,Business,6,3,3:33:03 PM,6,3,3:36:14 PM,6,3,3:47:21 PM,6,3,3:52:02 PM,6,3,4:14:28 PM,8,27.6,,-1.2551895,36.7822034,-1.3004062,36.829741,Rider_Id_958,1346
Order_No_7564,User_Id_896,Bike,3,Personal,4,1,2:30:41 PM,4,1,3:06:53 PM,4,1,3:30:48 PM,4,1,3:32:25 PM,4,1,3:50:55 PM,6,,,-1.3247683000000001,36.85803,-1.3119323999999999,36.8382423,Rider_Id_856,1110
Order_No_27027,User_Id_2651,Bike,3,Business,11,6,9:28:26 AM,11,6,9:29:31 AM,11,6,9:41:08 AM,11,6,9:52:24 AM,11,6,10:13:24 AM,8,,,-1.2872136,36.8181901,-1.3014497,36.758247499999996,Rider_Id_341,1260
Order_No_17299,User_Id_3283,Bike,3,Business,2,6,10:29:50 AM,2,6,10:43:00 AM,2,6,10:52:07 AM,2,6,11:04:38 AM,2,6,11:26:07 AM,7,,,-1.303596,36.778378000000004,-1.2628473,36.781805,Rider_Id_197,1289
Order_No_4225,User_Id_2987,Bike,3,Business,28,2,4:37:06 PM,28,2,4:37:42 PM,28,2,4:47:00 PM,28,2,4:49:43 PM,28,2,5:05:53 PM,4,18.2,,-1.2702120000000001,36.82108770000001,-1.260232,36.807334000000004,Rider_Id_4,970
Order_No_27255,User_Id_3404,Bike,3,Business,26,2,3:49:47 PM,26,2,3:52:33 PM,26,2,4:06:06 PM,26,2,4:08:15 PM,26,2,4:19:31 PM,7,30.8,,-1.279395,36.825364,-1.2551895,36.7822034,Rider_Id_156,676
Order_No_588,User_Id_1578,Bike,3,Business,9,1,3:23:58 PM,9,1,3:33:19 PM,9,1,3:34:51 PM,9,1,3:41:29 PM,9,1,3:58:51 PM,11,21.0,,-1.2765736,36.851364600000004,-1.2551895,36.7822034,Rider_Id_101,1042
Order_No_17112,User_Id_1075,Bike,3,Business,8,1,12:30:40 PM,8,1,12:38:02 PM,8,1,1:18:11 PM,8,1,1:26:24 PM,8,1,1:50:54 PM,8,27.7,,-1.2326041,36.8009029,-1.2527958000000001,36.8003131,Rider_Id_843,1470
Order_No_2239,User_Id_2701,Bike,3,Business,11,2,1:59:56 PM,11,2,2:03:09 PM,11,2,2:18:09 PM,11,2,2:21:05 PM,11,2,3:24:50 PM,13,21.2,,-1.2765736,36.851364600000004,-1.2852139,36.751683,Rider_Id_4,3825
Order_No_3421,User_Id_343,Bike,3,Personal,3,4,9:28:04 AM,3,4,9:28:16 AM,3,4,9:40:33 AM,3,4,9:43:47 AM,3,4,10:03:27 AM,13,20.5,,-1.1855066,36.825464600000004,-1.267224,36.8442033,Rider_Id_932,1180
Order_No_21669,User_Id_867,Bike,3,Business,8,5,9:44:49 AM,8,5,9:47:10 AM,8,5,9:47:16 AM,8,5,10:28:06 AM,8,5,10:52:14 AM,10,20.5,,-1.2996533000000001,36.829262899999996,-1.2991441000000001,36.7528804,Rider_Id_828,1448
Order_No_16393,User_Id_540,Bike,3,Business,17,1,12:36:35 PM,17,1,12:38:11 PM,17,1,12:46:44 PM,17,1,12:51:49 PM,17,1,1:05:42 PM,3,23.7,,-1.2551895,36.7822034,-1.2636813999999998,36.802996500000006,Rider_Id_353,833
Order_No_21436,User_Id_1469,Bike,3,Business,5,2,3:25:15 PM,5,2,3:26:50 PM,5,2,3:47:59 PM,5,2,4:03:02 PM,5,2,4:14:03 PM,4,27.7,,-1.2551895,36.7822034,-1.2738521999999999,36.799281799999996,Rider_Id_72,661
Order_No_13715,User_Id_3621,Bike,3,Business,22,6,5:32:49 PM,22,6,5:33:17 PM,22,6,5:33:22 PM,22,6,5:51:24 PM,22,6,6:28:27 PM,5,23.9,,-1.2836583000000001,36.7886014,-1.3046156,36.765857200000006,Rider_Id_725,2223
Order_No_14965,User_Id_3295,Bike,3,Business,22,3,8:59:17 AM,22,3,9:01:07 AM,22,3,9:04:05 AM,22,3,9:16:06 AM,22,3,9:52:15 AM,22,19.0,,-1.2571472,36.795063299999995,-1.354539,36.9056204,Rider_Id_576,2169
Order_No_15657,User_Id_1873,Bike,3,Business,9,3,3:02:05 PM,9,3,3:02:15 PM,9,3,3:02:30 PM,9,3,3:14:23 PM,9,3,4:04:33 PM,23,25.2,,-1.3700383,36.9190174,-1.2571472,36.795063299999995,Rider_Id_456,3010
Order_No_27951,User_Id_517,Bike,3,Business,3,1,12:39:15 PM,3,1,12:39:58 PM,3,1,12:54:41 PM,3,1,1:03:08 PM,3,1,1:12:40 PM,4,21.4,,-1.3228003000000002,36.8306435,-1.3004062,36.829741,Rider_Id_2,572
Order_No_21535,User_Id_3201,Bike,3,Business,10,1,1:34:16 PM,10,1,1:37:51 PM,10,1,1:40:12 PM,10,1,1:46:48 PM,10,1,3:06:03 PM,5,18.5,,-1.279395,36.825364,-1.2584143,36.8048002,Rider_Id_690,4755
Order_No_15244,User_Id_793,Bike,3,Personal,14,1,10:07:43 AM,14,1,11:07:36 AM,14,1,11:33:45 AM,14,1,11:44:55 AM,14,1,12:41:07 PM,29,23.3,,-1.3813211,36.7725266,-1.2643343,36.7447423,Rider_Id_798,3372
Order_No_24131,User_Id_393,Bike,3,Business,11,1,2:15:46 PM,11,1,2:17:20 PM,11,1,2:17:26 PM,11,1,2:55:22 PM,11,1,2:55:24 PM,11,28.9,,-1.3167113000000001,36.8301563,-1.2638185,36.7930057,Rider_Id_619,2
Order_No_13776,User_Id_1402,Bike,3,Business,25,5,10:47:59 AM,25,5,10:53:23 AM,25,5,11:04:03 AM,25,5,11:10:08 AM,25,5,11:29:27 AM,1,26.6,,-1.290894,36.822971,-1.2813012,36.832396200000005,Rider_Id_104,1159
Order_No_19353,User_Id_2279,Bike,3,Business,15,1,2:12:50 PM,15,1,2:14:11 PM,15,1,2:41:13 PM,15,1,2:58:02 PM,15,1,3:44:51 PM,8,,,-1.298529,36.816482,-1.2571472,36.795063299999995,Rider_Id_352,2809
Order_No_16974,User_Id_1961,Bike,3,Business,7,5,1:45:42 PM,7,5,2:14:01 PM,7,5,3:44:38 PM,7,5,4:26:12 PM,7,5,5:02:47 PM,25,,,-1.3393547,36.8910035,-1.3188358999999998,36.703852600000005,Rider_Id_787,2195
Order_No_1693,User_Id_391,Bike,3,Business,18,4,3:27:05 PM,18,4,3:28:50 PM,18,4,3:42:05 PM,18,4,4:07:18 PM,18,4,4:49:39 PM,5,,,-1.300921,36.828195,-1.2867454,36.8259017,Rider_Id_843,2541
Order_No_15199,User_Id_393,Bike,3,Business,20,1,9:59:51 AM,20,1,10:02:14 AM,20,1,10:07:59 AM,20,1,10:24:28 AM,20,1,11:04:50 AM,7,19.2,,-1.3167113000000001,36.8301563,-1.3083266000000002,36.8494756,Rider_Id_143,2422
Order_No_535,User_Id_3647,Bike,3,Business,8,3,12:28:46 PM,8,3,12:29:48 PM,8,3,12:49:37 PM,8,3,12:50:50 PM,8,3,12:59:44 PM,5,,,-1.2748221000000002,36.7817865,-1.2726389999999999,36.794723,Rider_Id_854,534
Order_No_16770,User_Id_1561,Bike,3,Business,12,5,12:38:46 PM,12,5,12:39:13 PM,12,5,12:49:54 PM,12,5,12:58:33 PM,12,5,1:49:56 PM,16,24.7,,-1.2869217,36.7732203,-1.328259,36.860975,Rider_Id_299,3083
Order_No_25613,User_Id_2987,Bike,3,Business,18,2,12:37:22 PM,18,2,12:37:33 PM,18,2,12:37:38 PM,18,2,12:56:52 PM,18,2,1:08:53 PM,7,22.5,,-1.2702120000000001,36.82108770000001,-1.3043821000000002,36.7840586,Rider_Id_886,721
Order_No_870,User_Id_3391,Bike,1,Personal,28,2,11:17:43 AM,28,2,11:18:13 AM,28,2,11:28:08 AM,28,2,11:33:48 AM,28,2,11:56:34 AM,10,17.8,,-1.3223238000000002,36.8320056,-1.3263415,36.772282700000005,Rider_Id_726,1366
Order_No_2991,User_Id_868,Bike,3,Business,26,5,8:47:10 AM,26,5,8:48:27 AM,26,5,9:37:19 AM,26,5,9:52:16 AM,26,5,10:35:24 AM,6,,,-1.307143,36.825009,-1.265715,36.823815,Rider_Id_204,2588
Order_No_1485,User_Id_706,Bike,3,Business,18,2,3:30:54 PM,18,2,3:39:13 PM,18,2,4:36:46 PM,18,2,4:38:04 PM,18,2,4:40:36 PM,6,23.5,,-1.3077869,36.844320700000004,-1.3228003000000002,36.8306435,Rider_Id_728,152
Order_No_17886,User_Id_2768,Bike,3,Business,11,6,8:19:39 AM,11,6,8:19:51 AM,11,6,8:43:38 AM,11,6,9:42:17 AM,11,6,9:42:19 AM,26,,,-1.2857763999999998,36.8236622,-1.1344906000000001,36.9123061,Rider_Id_68,2
Order_No_18887,User_Id_3560,Bike,3,Business,11,1,11:54:32 AM,11,1,2:15:25 PM,11,1,2:19:28 PM,11,1,2:22:38 PM,11,1,3:03:49 PM,10,27.9,,-1.2859912,36.8756811,-1.279395,36.825364,Rider_Id_803,2471
Order_No_17361,User_Id_635,Bike,3,Business,28,5,2:53:03 PM,28,5,2:56:01 PM,28,5,3:02:19 PM,28,5,3:03:55 PM,28,5,3:12:37 PM,7,25.3,,-1.2599563,36.799343900000004,-1.3016417,36.8271679,Rider_Id_937,522
Order_No_23145,User_Id_540,Bike,3,Business,3,3,2:12:46 PM,3,3,2:12:56 PM,3,3,2:16:54 PM,3,3,2:22:40 PM,3,3,2:40:30 PM,8,28.3,,-1.2551895,36.7822034,-1.2862436000000002,36.791017,Rider_Id_250,1070
Order_No_25062,User_Id_20,Bike,3,Business,7,5,9:59:48 AM,7,5,10:00:30 AM,7,5,10:07:11 AM,7,5,10:10:57 AM,7,5,10:30:09 AM,9,20.4,1.0,-1.2648363,36.802375399999995,-1.3125593,36.8430941,Rider_Id_878,1152
Order_No_25667,User_Id_2523,Bike,3,Business,3,5,9:04:17 AM,3,5,9:04:54 AM,3,5,9:18:29 AM,3,5,9:19:53 AM,3,5,9:49:42 AM,9,,,-1.2551895,36.7822034,-1.3025666999999999,36.7803495,Rider_Id_876,1789
Order_No_2600,User_Id_1146,Bike,3,Business,7,4,2:33:50 PM,7,4,2:50:25 PM,7,4,3:08:26 PM,7,4,3:19:20 PM,7,4,3:49:58 PM,7,27.9,,-1.3167113000000001,36.8301563,-1.3083266000000002,36.8494756,Rider_Id_26,1838
Order_No_5793,User_Id_2789,Bike,3,Business,4,1,3:50:18 PM,4,1,3:50:40 PM,4,1,3:59:15 PM,4,1,4:00:23 PM,4,1,4:25:04 PM,4,28.6,,-1.304735,36.784605400000004,-1.2804664,36.7701111,Rider_Id_468,1481
Order_No_17387,User_Id_516,Bike,3,Business,30,4,1:11:54 PM,30,4,1:16:57 PM,30,4,1:24:13 PM,30,4,1:30:59 PM,30,4,1:51:08 PM,8,,,-1.2896398999999998,36.812449799999996,-1.2551895,36.7822034,Rider_Id_372,1209
Order_No_11778,User_Id_3599,Bike,3,Business,2,4,8:53:57 AM,2,4,9:18:41 AM,2,4,9:39:51 AM,2,4,9:49:22 AM,2,4,10:10:53 AM,7,,,-1.3302996,36.8707935,-1.3031652,36.8466816,Rider_Id_675,1291
Order_No_3038,User_Id_2330,Bike,3,Business,26,2,9:31:35 AM,26,2,9:32:00 AM,26,2,9:37:45 AM,26,2,9:41:54 AM,26,2,9:47:09 AM,3,,,-1.3015197,36.7658456,-1.2873232,36.765857200000006,Rider_Id_327,315
Order_No_16708,User_Id_2801,Bike,3,Business,7,1,3:24:45 PM,7,1,3:25:21 PM,7,1,3:46:37 PM,7,1,3:48:45 PM,7,1,4:40:36 PM,13,20.4,,-1.2595421999999998,36.7871178,-1.3288576,36.8465936,Rider_Id_510,3111
Order_No_12777,User_Id_346,Bike,3,Business,16,4,1:11:37 PM,16,4,1:12:41 PM,16,4,1:46:09 PM,16,4,1:48:54 PM,16,4,2:40:47 PM,3,,,-1.2909536,36.8407162,-1.28878,36.8168312,Rider_Id_790,3113
Order_No_23169,User_Id_60,Bike,3,Business,16,6,11:22:06 AM,16,6,11:23:09 AM,16,6,11:43:59 AM,16,6,11:59:18 AM,16,6,12:07:47 PM,8,25.7,,-1.272828,36.816608,-1.2296618000000001,36.84382720000001,Rider_Id_459,509
Order_No_26755,User_Id_1244,Bike,3,Business,6,2,11:40:44 AM,6,2,12:46:24 PM,6,2,1:37:47 PM,6,2,1:51:59 PM,6,2,2:11:26 PM,11,27.3,,-1.331619,36.847976,-1.303596,36.778378000000004,Rider_Id_179,1167
Order_No_18158,User_Id_3560,Bike,3,Business,7,5,4:17:17 PM,7,5,5:16:36 PM,7,5,5:21:42 PM,7,5,5:35:08 PM,7,5,5:35:11 PM,1,23.0,,-1.290894,36.822971,-1.279395,36.825364,Rider_Id_928,3
Order_No_1387,User_Id_3283,Bike,3,Business,22,5,9:34:22 AM,22,5,9:34:48 AM,22,5,9:34:53 AM,22,5,10:35:10 AM,22,5,10:59:20 AM,14,28.4,,-1.228911,36.881876,-1.2628473,36.781805,Rider_Id_260,1450
Order_No_26232,User_Id_3404,Bike,3,Business,21,3,11:39:04 AM,21,3,11:39:27 AM,21,3,11:39:35 AM,21,3,11:57:22 AM,21,3,12:14:06 PM,11,22.2,,-1.2283403,36.8822756,-1.279395,36.825364,Rider_Id_659,1004
Order_No_3171,User_Id_3432,Bike,3,Business,9,5,11:09:15 AM,9,5,11:09:58 AM,9,5,11:16:48 AM,9,5,11:56:56 AM,9,5,12:55:55 PM,3,25.7,,-1.3139898,36.867698600000004,-1.3270347,36.866736200000005,Rider_Id_56,3539
Order_No_23992,User_Id_3108,Bike,3,Business,8,3,12:11:23 PM,8,3,12:18:26 PM,8,3,12:30:38 PM,8,3,12:37:50 PM,8,3,1:43:01 PM,14,22.4,,-1.2551895,36.7822034,-1.3332749,36.870814700000004,Rider_Id_498,3911
Order_No_22250,User_Id_1075,Bike,3,Business,22,5,8:29:17 AM,22,5,8:29:53 AM,22,5,8:35:35 AM,22,5,8:37:47 AM,22,5,8:37:56 AM,4,,,-1.2657464,36.780114399999995,-1.2527958000000001,36.8003131,Rider_Id_108,9
Order_No_5286,User_Id_330,Bike,1,Personal,15,6,11:15:40 AM,15,6,11:16:08 AM,15,6,11:31:00 AM,15,6,11:35:51 AM,15,6,11:53:15 AM,7,,,-1.3244691000000002,36.804587299999994,-1.2914795000000001,36.824897299999996,Rider_Id_281,1044
Order_No_23630,User_Id_2982,Bike,3,Business,7,2,9:10:32 AM,7,2,9:10:44 AM,7,2,9:18:06 AM,7,2,10:04:05 AM,7,2,11:08:54 AM,18,,,-1.300921,36.828195,-1.177202,36.8351183,Rider_Id_519,3889
Order_No_19015,User_Id_2271,Bike,3,Business,5,6,2:05:59 PM,5,6,2:06:06 PM,5,6,2:10:11 PM,5,6,2:21:44 PM,5,6,3:02:13 PM,18,22.0,,-1.2560183999999999,36.7934342,-1.293515,36.897607,Rider_Id_195,2429
Order_No_19835,User_Id_1329,Bike,3,Business,3,3,11:14:57 AM,3,3,11:15:58 AM,3,3,11:22:22 AM,3,3,11:25:02 AM,3,3,11:38:00 AM,3,27.3,,-1.273056,36.811298,-1.2607855,36.8163104,Rider_Id_99,778
Order_No_16352,User_Id_2236,Bike,1,Personal,13,3,1:56:45 PM,13,3,2:02:31 PM,13,3,2:12:36 PM,13,3,2:14:26 PM,13,3,2:32:23 PM,6,23.6,,-1.2901261999999998,36.7951047,-1.3263415,36.772282700000005,Rider_Id_312,1077
Order_No_21011,User_Id_3121,Bike,3,Personal,30,4,2:54:13 PM,30,4,2:55:12 PM,30,4,3:04:10 PM,30,4,3:07:39 PM,30,4,3:12:09 PM,2,,,-1.2685707,36.806496100000004,-1.2753108999999998,36.8130185,Rider_Id_96,270
Order_No_22336,User_Id_1961,Bike,3,Business,20,1,8:59:42 AM,20,1,9:18:21 AM,20,1,9:24:05 AM,20,1,9:30:45 AM,20,1,9:48:15 AM,9,19.1,,-1.303596,36.778378000000004,-1.3188358999999998,36.703852600000005,Rider_Id_628,1050
Order_No_1620,User_Id_2784,Bike,3,Business,8,2,9:05:20 AM,8,2,9:06:05 AM,8,2,9:13:40 AM,8,2,9:17:46 AM,8,2,10:08:59 AM,17,19.1,,-1.2963097,36.7688221,-1.2482465,36.8889062,Rider_Id_436,3073
Order_No_17004,User_Id_186,Bike,3,Business,20,1,3:00:30 PM,20,1,3:02:45 PM,20,1,3:16:42 PM,20,1,3:17:50 PM,20,1,3:32:36 PM,6,,,-1.2571472,36.795063299999995,-1.2985749,36.8088,Rider_Id_253,886
Order_No_5494,User_Id_2037,Bike,1,Personal,18,4,2:24:34 PM,18,4,2:31:14 PM,18,4,2:41:17 PM,18,4,2:59:49 PM,18,4,3:20:30 PM,3,26.6,,-1.2864309999999999,36.818411,-1.2903277,36.80556,Rider_Id_477,1241
Order_No_7764,User_Id_2521,Bike,3,Business,30,6,8:48:51 AM,30,6,8:49:04 AM,30,6,8:49:34 AM,30,6,9:01:21 AM,30,6,9:18:55 AM,11,,,-1.3167113000000001,36.8301563,-1.2638185,36.7930057,Rider_Id_349,1054
Order_No_11006,User_Id_1007,Bike,3,Personal,23,4,1:49:03 PM,23,4,1:49:25 PM,23,4,2:03:50 PM,23,4,2:13:05 PM,23,4,2:42:14 PM,11,24.5,,-1.2943445,36.7515778,-1.2643794,36.816234,Rider_Id_217,1749
Order_No_21127,User_Id_186,Bike,3,Business,6,3,3:26:05 PM,6,3,3:29:44 PM,6,3,3:45:31 PM,6,3,3:51:19 PM,6,3,4:06:21 PM,9,22.0,,-1.2975039,36.8110959,-1.2579303999999998,36.8019667,Rider_Id_742,902
Order_No_21271,User_Id_633,Bike,3,Business,1,5,1:27:40 PM,1,5,1:28:53 PM,1,5,1:38:15 PM,1,5,1:39:42 PM,1,5,1:48:07 PM,4,31.7,,-1.3077869,36.844320700000004,-1.3004062,36.829741,Rider_Id_728,505
Order_No_21046,User_Id_1329,Bike,3,Business,7,5,6:10:11 PM,7,5,6:14:30 PM,7,5,6:15:59 PM,7,5,6:22:23 PM,7,5,6:46:38 PM,6,21.7,,-1.273056,36.811298,-1.2832105,36.7777664,Rider_Id_75,1455
Order_No_20743,User_Id_3447,Bike,1,Personal,25,5,12:27:40 PM,25,5,12:35:49 PM,25,5,1:14:57 PM,25,5,1:23:47 PM,25,5,2:10:52 PM,13,21.2,,-1.3221448999999998,36.8565652,-1.2562673999999998,36.8191447,Rider_Id_116,2825
Order_No_908,User_Id_3147,Bike,3,Business,12,5,12:55:58 PM,12,5,1:06:38 PM,12,5,1:48:12 PM,12,5,1:49:35 PM,12,5,2:38:49 PM,16,,,-1.3472066,36.7692638,-1.2546732,36.808679600000005,Rider_Id_76,2954
Order_No_8482,User_Id_868,Bike,3,Business,13,4,10:46:01 AM,13,4,10:55:09 AM,13,4,10:56:13 AM,13,4,11:52:57 AM,13,4,12:23:56 PM,10,23.3,,-1.228911,36.881876,-1.265715,36.823815,Rider_Id_900,1859
Order_No_20294,User_Id_1304,Bike,3,Business,18,4,11:47:57 AM,18,4,11:48:36 AM,18,4,11:50:48 AM,18,4,11:55:27 AM,18,4,12:30:16 PM,13,25.5,,-1.3226301999999999,36.8719901,-1.269534,36.80697,Rider_Id_532,2089
Order_No_6394,User_Id_3055,Bike,1,Personal,26,3,4:34:33 PM,26,3,4:35:33 PM,26,3,5:06:49 PM,26,3,5:08:37 PM,26,3,5:43:44 PM,9,19.5,,-1.2248308,36.801257299999996,-1.2169587,36.8420167,Rider_Id_607,2107
Order_No_26658,User_Id_868,Bike,3,Business,20,3,10:01:42 AM,20,3,10:02:04 AM,20,3,10:51:37 AM,20,3,10:56:04 AM,20,3,11:30:38 AM,14,26.3,,-1.293515,36.897607,-1.265715,36.823815,Rider_Id_377,2074
Order_No_4811,User_Id_2801,Bike,3,Business,25,1,10:53:47 AM,25,1,10:54:03 AM,25,1,10:54:47 AM,25,1,11:15:03 AM,25,1,11:43:50 AM,8,,,-1.2595421999999998,36.7871178,-1.2925919,36.81705770000001,Rider_Id_103,1727
Order_No_23906,User_Id_113,Bike,3,Business,13,1,3:07:29 PM,13,1,3:08:18 PM,13,1,3:16:32 PM,13,1,3:25:42 PM,13,1,3:49:11 PM,7,19.6,,-1.2963097,36.7688221,-1.2663558000000001,36.805564600000004,Rider_Id_229,1409
Order_No_24485,User_Id_3108,Bike,3,Business,15,1,2:58:36 PM,15,1,3:05:29 PM,15,1,3:12:46 PM,15,1,3:15:24 PM,15,1,3:37:44 PM,6,,,-1.2551895,36.7822034,-1.2817351000000001,36.8186929,Rider_Id_692,1340
Order_No_4135,User_Id_393,Bike,3,Business,8,1,12:41:19 PM,8,1,12:42:06 PM,8,1,12:49:16 PM,8,1,1:04:40 PM,8,1,1:15:48 PM,4,27.8,,-1.3167113000000001,36.8301563,-1.3004062,36.829741,Rider_Id_687,668
Order_No_21822,User_Id_2523,Bike,3,Business,15,3,9:54:51 AM,15,3,9:55:13 AM,15,3,9:55:30 AM,15,3,10:03:05 AM,15,3,10:42:31 AM,20,,,-1.2551895,36.7822034,-1.3251247,36.899592600000005,Rider_Id_709,2366
Order_No_21949,User_Id_414,Bike,1,Personal,1,3,3:43:11 PM,1,3,3:43:34 PM,1,3,3:50:39 PM,1,3,4:06:13 PM,1,3,4:25:23 PM,4,24.1,,-1.2861764999999998,36.8209086,-1.3001373999999999,36.820929799999995,Rider_Id_857,1150
Order_No_9234,User_Id_2804,Bike,3,Business,12,2,10:22:36 AM,12,2,10:23:12 AM,12,2,10:30:04 AM,12,2,10:40:37 AM,12,2,10:44:54 AM,4,24.3,,-1.2551895,36.7822034,-1.2559559999999999,36.772901,Rider_Id_770,257
Order_No_27692,User_Id_1500,Bike,3,Business,15,3,4:23:30 PM,15,3,4:23:52 PM,15,3,4:28:43 PM,15,3,4:31:51 PM,15,3,5:11:53 PM,9,25.8,,-1.2638185,36.7930057,-1.3004062,36.829741,Rider_Id_690,2402
Order_No_1375,User_Id_867,Bike,3,Business,18,4,11:05:11 AM,18,4,11:05:41 AM,18,4,11:05:56 AM,18,4,11:56:05 AM,18,4,12:28:06 PM,10,,,-1.2996533000000001,36.829262899999996,-1.2991441000000001,36.7528804,Rider_Id_855,1921
Order_No_4177,User_Id_1500,Bike,3,Business,24,3,10:43:31 AM,24,3,10:44:28 AM,24,3,10:45:21 AM,24,3,11:40:27 AM,24,3,11:40:31 AM,8,,,-1.3004062,36.829741,-1.2638185,36.7930057,Rider_Id_507,4
Order_No_23270,User_Id_1469,Bike,3,Business,13,5,4:48:29 PM,13,5,4:49:12 PM,13,5,5:04:31 PM,13,5,5:05:50 PM,13,5,5:22:14 PM,3,19.4,,-1.2551895,36.7822034,-1.2681821000000002,36.8011109,Rider_Id_937,984
Order_No_15026,User_Id_1874,Bike,3,Business,15,4,3:06:09 PM,15,4,3:06:59 PM,15,4,3:20:35 PM,15,4,3:26:44 PM,15,4,3:59:20 PM,12,27.7,,-1.2571472,36.795063299999995,-1.3155299999999999,36.863732,Rider_Id_935,1956
Order_No_4776,User_Id_928,Bike,3,Business,27,3,9:06:30 AM,27,3,9:07:33 AM,27,3,9:07:46 AM,27,3,9:40:34 AM,27,3,9:51:20 AM,6,,,-1.2571472,36.795063299999995,-1.2857671,36.7875614,Rider_Id_446,646
Order_No_25081,User_Id_625,Bike,3,Business,15,6,9:56:09 AM,15,6,10:51:32 AM,15,6,11:06:03 AM,15,6,11:08:58 AM,15,6,11:36:27 AM,4,21.8,,-1.2600926000000001,36.8088685,-1.265715,36.823815,Rider_Id_332,1649
Order_No_21010,User_Id_2982,Bike,3,Business,8,4,2:04:52 PM,8,4,2:05:00 PM,8,4,2:05:37 PM,8,4,2:14:27 PM,8,4,3:22:19 PM,22,27.5,,-1.1956524,36.948806899999994,-1.177202,36.8351183,Rider_Id_519,4072
Order_No_7889,User_Id_3203,Bike,3,Business,9,3,11:19:11 AM,9,3,12:52:45 PM,9,3,12:52:51 PM,9,3,1:31:00 PM,9,3,1:40:45 PM,9,21.1,,-1.265715,36.823815,-1.228911,36.881876,Rider_Id_397,585
Order_No_24768,User_Id_3295,Bike,3,Business,6,4,11:59:47 AM,6,4,12:00:14 PM,6,4,12:25:35 PM,6,4,12:28:58 PM,6,4,1:11:52 PM,8,19.5,,-1.2571472,36.795063299999995,-1.2814233,36.8251177,Rider_Id_739,2574
Order_No_16925,User_Id_2523,Bike,3,Business,2,3,3:19:05 PM,2,3,3:19:23 PM,2,3,3:27:22 PM,2,3,3:29:50 PM,2,3,3:45:43 PM,16,25.8,,-1.2551895,36.7822034,-1.2156006000000001,36.8916865,Rider_Id_647,953
Order_No_21203,User_Id_1500,Bike,3,Business,28,4,8:27:22 AM,28,4,8:28:45 AM,28,4,8:42:28 AM,28,4,9:25:10 AM,28,4,9:33:57 AM,8,19.4,,-1.3004062,36.829741,-1.2638185,36.7930057,Rider_Id_206,527
Order_No_28060,User_Id_478,Bike,3,Business,12,3,1:07:52 PM,12,3,1:12:40 PM,12,3,1:32:19 PM,12,3,1:38:36 PM,12,3,2:25:27 PM,8,20.9,,-1.3045333000000001,36.82280720000001,-1.2603403,36.7998848,Rider_Id_155,2811
